rank,post_id,url,current_title,proposed_title,primary_keyword,search_intent,cluster,primary_page,score,grade,confidence,action,reason
390,2026-08-14-food-auto-0030b0,https://honsamnote.co.kr/blog/2026-08-14-food-auto-0030b0/,"혼자 사는 직장인, 개봉한 통조림·병조림·소분팩 소스 앞에서 망설일 때: 버리지 않고 끝까지 알뜰하게 즐기는 현실적인 보관 & 활용 전략",1인 가구 식재료 보관 해결 방법｜개봉 후 보관,1인 가구 식재료 보관,문제해결형,food-waste,no,5.4,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
391,2026-07-30-food-14,https://honsamnote.co.kr/blog/2026-07-30-food-14/,"바쁜 1인 가구 직장인, 편의점 식사로 건강과 지갑 동시에 잡는 실전 조합",편의점 식사 해결 방법｜편의점 조합,편의점 식사,문제해결형,solo-meal-recipe,no,5.3,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
392,2026-07-30-lifestyle-66,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-66/,"혼자 사는 당신, 옆집 소음에 지쳤다면 이웃과 '선'을 지키는 현실 관계 맺기",혼자 살기 이웃 해결 방법｜이웃 갈등,혼자 살기 이웃,문제해결형,neighbor-noise,no,5.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
393,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",전월세 계약갱신 방법｜임대차 3법,전월세 계약갱신,방법형,lease-contract,no,5.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
394,2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",집주인 변경 알아보기｜임대인 변경,집주인 변경,질문형,lease-contract,no,5.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
395,2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",1인 가구 생활비 비용 정리｜퍼스널 케어 제품,1인 가구 생활비,비용형,general-living-cost,no,5.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
396,2026-08-08-cost-auto-c1b0b5,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-c1b0b5/,"혼자 사는 직장인, 가끔 차 필요할 때마다 택시비 부담되고 대중교통 불편하다면? 카셰어링 vs 중고차 vs 렌터카, 내게 맞는 최적의 이동 수단 찾는 법",1인 가구 자동차 비교｜카셰어링 장단점,1인 가구 자동차,비교형,general-living-cost,no,5.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
397,2026-08-06-housing-auto-36b1cd,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-36b1cd/,"혼자 사는 직장인, 이사 나갈 때 보증금 깎일까 걱정? 원상회복 범위 알고 당당하게 돌려받는 법",전월세 보증금 알아보기｜원상회복,전월세 보증금,질문형,deposit,no,5.1,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
398,2026-08-07-housing-auto-5dd703,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-5dd703/,"혼자 사는 직장인, 갑자기 이사 가야 하는데 다음 세입자 직접 구하라니? 계약 중도 해지 부담 줄이는 현실적인 방법",1인 가구 중도 해지 방법｜전월세 계약 해지,1인 가구 중도 해지,방법형,lease-contract,no,5.1,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
399,2026-07-30-housing-44,https://honsamnote.co.kr/blog/2026-07-30-housing-44/,"혼자 사는 직장인, 내 전월세 보증금 지키는 법: 이사 후 전입신고·확정일자 한 번에 끝내기",전입신고 방법 방법｜확정일자 받는 법,전입신고 방법,방법형,deposit,no,5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
400,2026-07-30-safety-34,https://honsamnote.co.kr/blog/2026-07-30-safety-34/,"혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트",응급실 준비물 해결 방법｜혼자 응급실,응급실 준비물,문제해결형,emergency-response,no,5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
401,2026-08-01-housing-auto-18e480,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-18e480/,"혼자 사는 직장인, 우리 집 화재·누수 걱정 끝! 내 보증금·물건 지키는 전월세 보험 똑똑하게 가입하기",전월세 보험 가입 방법｜임차인 배상책임 보험,전월세 보험 가입,방법형,deposit,no,5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
402,2026-08-01-lifestyle-auto-37c919,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-37c919/,"1인 가구 직장인, 북적이던 집이 조용해질 때 찾아오는 허전함, 능숙하게 다루는 회복 루틴",1인가구 허전함 방법｜북적임 후 공허함,1인가구 허전함,방법형,lifestyle-general,no,5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
403,2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",퇴실청소 비교｜이사청소,퇴실청소,비교형,deposit,no,5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
404,2026-07-31-safety-72,https://honsamnote.co.kr/blog/2026-07-31-safety-72/,"장기 출장/휴가, 혼자 사는 집을 비울 때 빈집털이, 고지서 폭탄 걱정 없이 안전하게 떠나는 법",혼자 사는 집 안전 해결 방법｜장기 부재 관리,혼자 사는 집 안전,문제해결형,emergency-response,no,4.9,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
405,2026-08-01-cost-auto-eacedc,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-eacedc/,1인 가구 식기세척기 알아보기｜식기세척기 구매 가이드,1인 가구 식기세척기 해결 방법｜식기세척기 구매 가이드,1인 가구 식기세척기,문제해결형,general-living-cost,no,4.9,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
406,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",계약 해지 비용 정리｜보증금,계약 해지,비용형,lease-contract,no,4.9,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
407,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",1인 가구 이사 방법｜전월세 퇴거 통보,1인 가구 이사,방법형,lease-contract,no,4.9,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
408,2026-08-08-cost-auto-bbb3d7,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-bbb3d7/,"혼자 사는 직장인, 매달 아파트/오피스텔 관리비 폭탄 막고 지출 최적화하는 3단계 전략",1인 가구 관리비 해결 방법｜관리비 줄이기,1인 가구 관리비,문제해결형,general-living-cost,no,4.9,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
409,2026-07-30-housing-46,https://honsamnote.co.kr/blog/2026-07-30-housing-46/,"이사 나가는 1인 가구, 복비·공과금 덤터기 없이 보증금 100% 안전하게 돌려받는 준비",보증금반환 해결 방법｜이사준비,보증금반환,문제해결형,lease-contract,no,4.8,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
410,2026-08-07-cleaning-auto-c3121d,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-c3121d/,"혼자 사는 당신, 냉장고 속 퀴퀴한 냄새와 정체불명 식재료, 1시간 만에 깨끗하게 비우고 효율적으로 채우는 현실 솔루션",1인 가구 냉장고 해결 방법｜냉장고 청소법,1인 가구 냉장고,문제해결형,odor-removal,no,4.8,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
411,2026-08-07-food-auto-55d572,https://honsamnote.co.kr/blog/2026-08-07-food-auto-55d572/,"혼자 사는 직장인, 퇴근 후 저녁 요리 망설일 때: 주말 2시간으로 평일 요리 시간 10분 만드는 스마트 식재료 준비 루틴",식재료 준비 해결 방법｜요리 시간 단축,식재료 준비,문제해결형,food-general,no,4.6,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
412,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",1인 가구 이사 안전 체크리스트｜새집 도어락 비밀번호,1인 가구 이사 안전,체크형,lock-security,no,4.6,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
413,2026-08-08-housing-auto-4e32dc,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-4e32dc/,"혼자 사는 직장인, 새집 입주 후 예상 못한 숨은 하자 발견! 내 권리 지키며 계약 조정하는 현실 가이드",1인 가구 하자 해결 방법｜새집 하자,1인 가구 하자,문제해결형,deposit,no,4.6,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
414,2026-07-30-storage-22,https://honsamnote.co.kr/blog/2026-07-30-storage-22/,"좁은 원룸 냉장고, 식재료 낭비 없이 깔끔하게 쓰는 현실 정리법",작은냉장고정리 해결 방법｜식재료낭비,작은냉장고정리,문제해결형,storage-general,no,4.5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
415,2026-07-31-housing-71,https://honsamnote.co.kr/blog/2026-07-31-housing-71/,"혼자 사는 집 고장! 집주인이 수리 미룰 때, 내 돈 아끼는 현실적인 해결 순서",집주인 수리 해결 방법｜임대차 수리,집주인 수리,문제해결형,landlord-issues,no,4.5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
416,2026-08-07-food-auto-5b5eb1,https://honsamnote.co.kr/blog/2026-08-07-food-auto-5b5eb1/,"혼자 사는 직장인, 마트/반찬가게 '조리된 반찬' 살까 말까 망설일 때: 집밥 만족도 높이는 현명한 선택 가이드",조리된 반찬 해결 방법｜반찬가게 반찬,조리된 반찬,문제해결형,food-general,no,4.5,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
417,2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",1인 가구 입주 점검 체크리스트｜원룸 빈집 확인,1인 가구 입주 점검,체크형,deposit,no,4.4,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
418,2026-08-14-housing-auto-189ec3,https://honsamnote.co.kr/blog/2026-08-14-housing-auto-189ec3/,"혼자 사는 직장인, 이사/대청소 앞둔 대형 폐기물 처리! 비용 아끼고 깔끔하게 끝내는 현실 가이드",대형 폐기물 버리는 법 비용 정리｜폐가전 무료 수거,대형 폐기물 버리는 법,비용형,moving-prep,no,4.4,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
419,2026-08-08-housing-auto-82f28f,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-82f28f/,"혼자 사는 직장인, 숨겨진 관리비 폭탄 피하고 내 돈 아끼는 현명한 분석법",관리비 줄이기 비용 정리｜혼자 살기 비용,관리비 줄이기,비용형,management-fee,no,4.1,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
420,2026-08-03-products-auto-55fd7c,https://honsamnote.co.kr/blog/2026-08-03-products-auto-55fd7c/,1인 가구 스마트 조명 알아보기｜스마트홈 입문,1인 가구 스마트 조명 해결 방법｜스마트홈 입문,1인 가구 스마트 조명,문제해결형,products-general,no,3.9,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
421,2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,"혼자 사는 당신, 주방 화재 발생 시? 소화기 vs. 소방 담요, 나에게 더 효과적인 것은?",주방 화재 비교｜소화기,주방 화재,비교형,fire-prevention,no,3.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
422,2026-08-07-products-auto-75313c,https://honsamnote.co.kr/blog/2026-08-07-products-auto-75313c/,1인 가구 보풀제거기 알아보기｜옷 보풀 제거,1인 가구 보풀제거기 해결 방법｜옷 보풀 제거,1인 가구 보풀제거기,문제해결형,products-general,no,3.8,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
423,2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",혼자사는직장인식비 해결 방법｜배달비아끼는법,혼자사는직장인식비,문제해결형,cost-general,no,3.6,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
424,2026-08-01-cleaning-auto-d3bef1,https://honsamnote.co.kr/blog/2026-08-01-cleaning-auto-d3bef1/,매트리스 청소 알아보기｜침대 위생,매트리스 청소 해결 방법｜침대 위생,매트리스 청소,문제해결형,cleaning-general,no,3.6,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
425,2026-08-04-cost-auto-7e7d88,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-7e7d88/,"혼자 사는 직장인, 난방비 폭탄 걱정될 때! 우리 집 겨울, 후회 없이 따뜻하고 저렴하게 나는 법",1인 가구 난방비 비교｜겨울 난방 효율,1인 가구 난방비,비교형,electricity-bill,no,3.5,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
426,2026-07-30-housing-45,https://honsamnote.co.kr/blog/2026-07-30-housing-45/,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",이사 준비 체크리스트｜혼자 이사,이사 준비,체크형,moving-prep,no,3.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
427,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",1인 가구 안전 해결 방법｜집 열쇠 분실,1인 가구 안전,문제해결형,lock-security,no,3.3,B,MEDIUM,HOLD(B),대표 키워드가 원제목에 없어 새 제목이 원래 의미와 달라질 수 있음(추가 검토 필요)
428,2026-08-06-food-auto-19b20f,https://honsamnote.co.kr/blog/2026-08-06-food-auto-19b20f/,못난이 채소 알아보기｜B급 과일,못난이 채소 해결 방법｜B급 과일,못난이 채소,문제해결형,food-waste,no,3,B,MEDIUM,HOLD(B),대표 키워드는 있으나 검색의도가 제목만으로는 애매함(추가 검토 필요)
